Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2021,YEAR,,STATE,INDIANA,18,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"11,900,000",
SURVEY,2021,YEAR,,STATE,IOWA,19,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"24,300,000",
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"24,332,000",
SURVEY,2021,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,131,000",
SURVEY,2021,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,153,000",
SURVEY,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"220,000",
SURVEY,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,525,000",
SURVEY,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"82,000",
SURVEY,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,383,000",
SURVEY,2021,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"19,381,000",
SURVEY,2021,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,175,000",
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"13,713,000",
SURVEY,2021,YEAR,,STATE,MONTANA,30,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"9,802,000",
SURVEY,2021,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"19,803,000",
SURVEY,2021,YEAR,,STATE,NEVADA,32,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"323,000",
SURVEY,2021,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"63,000",
SURVEY,2021,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"323,000",
SURVEY,2021,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"769,000",
SURVEY,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,666,000",
SURVEY,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,329,000",
SURVEY,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"23,111,000",
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"9,915,000",
SURVEY,2021,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"9,191,000",
SURVEY,2021,YEAR,,STATE,OREGON,41,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,905,000",
SURVEY,2021,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,003,000",
SURVEY,2021,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2021,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,492,000",
SURVEY,2021,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"16,812,000",
SURVEY,2021,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"5,103,000",
SURVEY,2021,YEAR,,STATE,TEXAS,48,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"22,159,000",
SURVEY,2021,YEAR,,STATE,UTAH,49,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"901,000",
SURVEY,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"246,000",
SURVEY,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,505,000",
SURVEY,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,700,000",
SURVEY,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"628,000",
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"8,363,000",
SURVEY,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,540,000",
SURVEY,2020,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"310,114,000",
SURVEY,2020,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,130,000",
SURVEY,2020,YEAR,,STATE,ALASKA,2,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"28,000",
SURVEY,2020,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"573,000",
SURVEY,2020,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,891,000",
SURVEY,2020,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,621,000",
SURVEY,2020,YEAR,,STATE,COLORADO,8,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"5,744,000",
SURVEY,2020,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"70,000",
SURVEY,2020,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"440,000",
SURVEY,2020,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,098,000",
SURVEY,2020,YEAR,,STATE,GEORGIA,13,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,368,000",
SURVEY,2020,YEAR,,STATE,IDAHO,16,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,111,000",
SURVEY,2020,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"22,720,000",
SURVEY,2020,YEAR,,STATE,INDIANA,18,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"11,900,000",
SURVEY,2020,YEAR,,STATE,IOWA,19,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"24,330,000",
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"23,469,000",
SURVEY,2020,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,096,000",
SURVEY,2020,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,088,000",
SURVEY,2020,YEAR,,STATE,MAINE,23,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"226,000",
SURVEY,2020,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,554,000",
SURVEY,2020,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"74,000",
SURVEY,2020,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,366,000",
SURVEY,2020,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"19,303,000",
SURVEY,2020,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,009,000",
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"13,408,000",
SURVEY,2020,YEAR,,STATE,MONTANA,30,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"9,790,000",
SURVEY,2020,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"19,780,000",
SURVEY,2020,YEAR,,STATE,NEVADA,32,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"333,000",
SURVEY,2020,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"55,000",
SURVEY,2020,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"312,000",
SURVEY,2020,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"740,000",
SURVEY,2020,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,636,000",
SURVEY,2020,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,336,000",
SURVEY,2020,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"20,903,000",
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"9,895,000",
SURVEY,2020,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"9,197,000",
SURVEY,2020,YEAR,,STATE,OREGON,41,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,911,000",
SURVEY,2020,YEAR,,STATE,OTHER STATES,,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,252,000",
SURVEY,2020,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,042,000",
SURVEY,2020,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2020,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,411,000",
SURVEY,2020,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"15,581,000",
SURVEY,2020,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,861,000",
SURVEY,2020,YEAR,,STATE,TEXAS,48,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"21,872,000",
SURVEY,2020,YEAR,,STATE,UTAH,49,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"947,000",
SURVEY,2020,YEAR,,STATE,VERMONT,50,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"252,000",
SURVEY,2020,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,637,000",
SURVEY,2020,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,663,000",
SURVEY,2020,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"591,000",
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"8,141,000",
SURVEY,2020,YEAR,,STATE,WYOMING,56,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,429,000",
SURVEY,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"303,073,000",
SURVEY,2019,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,115,000",
SURVEY,2019,YEAR,,STATE,ALASKA,2,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"28,000",
SURVEY,2019,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"637,000",
SURVEY,2019,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,603,000",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,983,000",
SURVEY,2019,YEAR,,STATE,COLORADO,8,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,091,000",
SURVEY,2019,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"70,000",
SURVEY,2019,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"435,000",
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,079,000",
SURVEY,2019,YEAR,,STATE,GEORGIA,13,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,359,000",
SURVEY,2019,YEAR,,STATE,IDAHO,16,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,111,000",
SURVEY,2019,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"21,590,000",
SURVEY,2019,YEAR,,STATE,INDIANA,18,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"11,250,000",
SURVEY,2019,YEAR,,STATE,IOWA,19,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"23,935,000",
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"23,313,000",
